QGC WPL 110
0	1	0	16	0	0	0	0	37.3688410	-120.4224471	81.160004	1
1	0	3	84	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	50.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37124000	-120.42483330	60.000000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37420720	-120.42086360	70.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37230580	-120.41836380	80.000000	1
5	0	3	18	4.00000000	0.00000000	0.00000000	1.00000000	37.37091600	-120.42054180	90.000000	1
1	0	3	18	4.00000000	0.00000000	0.00000000	1.00000000	37.37489780	-120.41408300	90.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37228880	-120.40882590	90.000000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36730930	-120.40876150	90.000000	1
1	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36543200	-120.40684890	90.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36813420	-120.40681500	90.000000	1
3	0	3	206	33.11573000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37558200	-120.40672140	90.000000	1
5	0	3	206	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37828430	-120.40668740	90.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37898490	-120.40084690	90.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37628270	-120.40088110	90.000000	1
9	0	3	206	33.11573000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
10	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36792300	-120.40098680	90.000000	1
11	0	3	206	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
12	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36522080	-120.40102090	90.000000	1
13	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36541880	-120.40648470	90.000000	1
14	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36812100	-120.40645070	90.000000	1
15	0	3	206	33.11573000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
16	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37562580	-120.40635640	90.000000	1
17	0	3	206	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
18	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37832810	-120.40632240	90.000000	1
19	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37902870	-120.40048180	90.000000	1
20	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37632650	-120.40051600	90.000000	1
21	0	3	206	33.11573000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
22	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36790980	-120.40062250	90.000000	1
23	0	3	206	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
24	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36520750	-120.40065670	90.000000	1
25	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36540560	-120.40612040	90.000000	1
26	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36810780	-120.40608650	90.000000	1
27	0	3	206	33.11573000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
28	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37566960	-120.40599130	90.000000	1
29	0	3	206	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
30	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37837190	-120.40595730	90.000000	1
31	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37907250	-120.40011680	90.000000	1
32	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37637020	-120.40015100	90.000000	1
33	0	3	206	33.11573000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
34	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36789660	-120.40025830	90.000000	1
35	0	3	206	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
36	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36519430	-120.40029250	90.000000	1
37	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36539240	-120.40575620	90.000000	1
38	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.36809470	-120.40572220	90.000000	1
39	0	3	206	33.11573000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
40	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37571340	-120.40562630	90.000000	1
41	0	3	206	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
42	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37841570	-120.40559230	90.000000	1
43	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37911630	-120.39975180	90.000000	1
44	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	37.37641400	-120.39978600	90.000000	1
45	0	3	206	33.11573000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
