1,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.38546930,-120.39663790,90.000000,1
2,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.38120680,-120.39668080,90.000000,1
3,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.38110450,-120.39865490,90.000000,1
4,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.38110450,-120.39865490,90.000000,1
5,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.38110450,-120.39865490,90.000000,1
6,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.38543520,-120.39947030,90.000000,1
7,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.38461680,-120.40247440,90.000000,1
8,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.38059290,-120.40165900,90.000000,1
9,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.37956990,-120.40359020,90.000000,1
10,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.38332100,-120.40595050,90.000000,1
11,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.38216160,-120.40813920,90.000000,1
12,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.37878550,-120.40625100,90.000000,1
13,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.37735320,-120.40818210,90.000000,1
14,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.38059290,-120.41161540,90.000000,1
15,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.37909250,-120.41341780,90.000000,1
16,0,3,16,0.00000000,0.00000000,0.00000000,0.00000000,37.37592090,-120.41058540,90.000000,1
